komentar;cleaning;tokenize;normalize;stopword
Saya kasi.bintang 4 karena keraton ini ada di jantung kota Sumenep dan masih memelihara warisan benda benda dan bangunan kuno secara baik.;Saya kasibintang karena keraton ini ada di jantung kota Sumenep dan masih memelihara warisan benda benda dan bangunan kuno secara baik;['saya', 'kasibintang', 'karena', 'keraton', 'ini', 'ada', 'di', 'jantung', 'kota', 'sumenep', 'dan', 'masih', 'memelihara', 'warisan', 'benda', 'benda', 'dan', 'bangunan', 'kuno', 'secara', 'baik'];['saya', 'kasibintang', 'karena', 'keraton', 'ini', 'ada', 'di', 'jantung', 'kota', 'sumenep', 'dan', 'masih', 'memelihara', 'warisan', 'benda', 'benda', 'dan', 'bangunan', 'kuno', 'secara', 'baik'];['kasibintang', 'keraton', 'jantung', 'kota', 'sumenep', 'memelihara', 'warisan', 'benda', 'benda', 'bangunan', 'kuno']
Rekreasi di pulau madura bila sudah sampai pantai yang ada di kota sumenep rugi rasanya bila tidak singgah di tempat ini;Rekreasi di pulau madura bila sudah sampai pantai yang ada di kota sumenep rugi rasanya bila tidak singgah di tempat ini;['rekreasi', 'di', 'pulau', 'madura', 'bila', 'sudah', 'sampai', 'pantai', 'yang', 'ada', 'di', 'kota', 'sumenep', 'rugi', 'rasanya', 'bila', 'tidak', 'singgah', 'di', 'tempat', 'ini'];['rekreasi', 'di', 'pulau', 'madura', 'bila', 'sudah', 'sampai', 'pantai', 'yang', 'ada', 'di', 'kota', 'sumenep', 'rugi', 'rasanya', 'bila', 'tidak', 'singgah', 'di', 'tempat', 'ini'];['rekreasi', 'pulau', 'madura', 'pantai', 'kota', 'sumenep', 'rugi', 'singgah']
Tempat ini masih termasuk di area jalan umum jadi harus benar-benar hati-hati saat berada diarea ini;Tempat ini masih termasuk di area jalan umum jadi harus benarbenar hatihati saat berada diarea ini;['tempat', 'ini', 'masih', 'termasuk', 'di', 'area', 'jalan', 'umum', 'jadi', 'harus', 'benarbenar', 'hatihati', 'saat', 'berada', 'diarea', 'ini'];['tempat', 'ini', 'masih', 'termasuk', 'di', 'area', 'jalan', 'umum', 'jadi', 'harus', 'benarbenar', 'hatihati', 'saat', 'berada', 'diarea', 'ini'];['area', 'jalan', 'benarbenar', 'hatihati', 'diarea']
Lokasi kurang besar. Tapi konsep museum di madura. Ini yng cukup bagus;Lokasi kurang besar Tapi konsep museum di madura Ini yng cukup bagus;['lokasi', 'kurang', 'besar', 'tapi', 'konsep', 'museum', 'di', 'madura', 'ini', 'yng', 'cukup', 'bagus'];['lokasi', 'kurang', 'besar', 'tapi', 'konsep', 'museum', 'di', 'madura', 'ini', 'yang', 'cukup', 'bagus'];['lokasi', 'konsep', 'museum', 'madura', 'bagus']
Tempat bersejarah;Tempat bersejarah;['tempat', 'bersejarah'];['tempat', 'bersejarah'];['bersejarah']
Tempat ini cocok buat untuk menambah wawasan kita tentang kebudayaan dan sejarah di sumenep.;Tempat ini cocok buat untuk menambah wawasan kita tentang kebudayaan dan sejarah di sumenep;['tempat', 'ini', 'cocok', 'buat', 'untuk', 'menambah', 'wawasan', 'kita', 'tentang', 'kebudayaan', 'dan', 'sejarah', 'di', 'sumenep'];['tempat', 'ini', 'cocok', 'buat', 'untuk', 'menambah', 'wawasan', 'kita', 'tentang', 'kebudayaan', 'dan', 'sejarah', 'di', 'sumenep'];['cocok', 'menambah', 'wawasan', 'kebudayaan', 'sejarah', 'sumenep']
Sangat bagus...bisa mengenang jsa para pahlawan dan tokoh agama Islam...;Sangat bagusbisa mengenang jsa para pahlawan dan tokoh agama Islam;['sangat', 'bagusbisa', 'mengenang', 'jsa', 'para', 'pahlawan', 'dan', 'tokoh', 'agama', 'islam'];['sangat', 'bagusbisa', 'mengenang', 'jsa', 'para', 'pahlawan', 'dan', 'tokoh', 'agama', 'islam'];['bagusbisa', 'mengenang', 'jsa', 'pahlawan', 'tokoh', 'agama', 'islam']
Museum sbgai tmpat bnda peninggalan sejarah yg harus di jaga.;Museum sbgai tmpat bnda peninggalan sejarah yg harus di jaga;['museum', 'sbgai', 'tmpat', 'bnda', 'peninggalan', 'sejarah', 'yg', 'harus', 'di', 'jaga'];['museum', 'sebagai', 'tmpat', 'bunda', 'peninggalan', 'sejarah', 'yang', 'harus', 'di', 'jaga'];['museum', 'tmpat', 'bunda', 'peninggalan', 'sejarah', 'jaga']
The only keraton heritage in Jawa Timur;The only keraton heritage in Jawa Timur;['the', 'only', 'keraton', 'heritage', 'in', 'jawa', 'timur'];['the', 'only', 'keraton', 'heritage', 'ini', 'jawa', 'timur'];['the', 'only', 'keraton', 'heritage', 'jawa', 'timur']
Tempat sejarah orang sumenep. Memiliki tempat yg bersih dan lain-lain.;Tempat sejarah orang sumenep Memiliki tempat yg bersih dan lainlain;['tempat', 'sejarah', 'orang', 'sumenep', 'memiliki', 'tempat', 'yg', 'bersih', 'dan', 'lainlain'];['tempat', 'sejarah', 'orang', 'sumenep', 'memiliki', 'tempat', 'yang', 'bersih', 'dan', 'lainlain'];['sejarah', 'orang', 'sumenep', 'memiliki', 'bersih', 'lainlain']
Menyimpan berbagai peninggalan kerajaan. Serasa kembali ke masa lampau.;Menyimpan berbagai peninggalan kerajaan Serasa kembali ke masa lampau;['menyimpan', 'berbagai', 'peninggalan', 'kerajaan', 'serasa', 'kembali', 'ke', 'masa', 'lampau'];['menyimpan', 'berbagai', 'peninggalan', 'kerajaan', 'serasa', 'kembali', 'ke', 'masa', 'lampau'];['menyimpan', 'peninggalan', 'kerajaan', 'serasa', 'lampau']
bagus dan bersejarah;bagus dan bersejarah;['bagus', 'dan', 'bersejarah'];['bagus', 'dan', 'bersejarah'];['bagus', 'bersejarah']
Kalau ada sisa waktu di Sumenep ... bingung mau kemana ? Main aja ke keraton sumenep... sekaligus melihat sejarah Sumenep.;Kalau ada sisa waktu di Sumenep bingung mau kemana Main aja ke keraton sumenep sekaligus melihat sejarah Sumenep;['kalau', 'ada', 'sisa', 'waktu', 'di', 'sumenep', 'bingung', 'mau', 'kemana', 'main', 'aja', 'ke', 'keraton', 'sumenep', 'sekaligus', 'melihat', 'sejarah', 'sumenep'];['kalau', 'ada', 'sisa', 'waktu', 'di', 'sumenep', 'bingung', 'mau', 'kemana', 'main', 'saja', 'ke', 'keraton', 'sumenep', 'sekaligus', 'melihat', 'sejarah', 'sumenep'];['sisa', 'sumenep', 'bingung', 'kemana', 'main', 'keraton', 'sumenep', 'sejarah', 'sumenep']
Merupakan tempat bersejarah dikabupaten sumenep ujung timur pulau madura;Merupakan tempat bersejarah dikabupaten sumenep ujung timur pulau madura;['merupakan', 'tempat', 'bersejarah', 'dikabupaten', 'sumenep', 'ujung', 'timur', 'pulau', 'madura'];['merupakan', 'tempat', 'bersejarah', 'dikabupaten', 'sumenep', 'ujung', 'timur', 'pulau', 'madura'];['bersejarah', 'dikabupaten', 'sumenep', 'ujung', 'timur', 'pulau', 'madura']
Sangat kental  aroma dan budaya lokal yang harus dilestarikan;Sangat kental aroma dan budaya lokal yang harus dilestarikan;['sangat', 'kental', 'aroma', 'dan', 'budaya', 'lokal', 'yang', 'harus', 'dilestarikan'];['sangat', 'kental', 'aroma', 'dan', 'budaya', 'lokal', 'yang', 'harus', 'dilestarikan'];['kental', 'aroma', 'budaya', 'lokal', 'dilestarikan']
Tempat bersejarah di Sumenep. Kalau anda ke Sumenep tidak lengkap rasanya kalau belum mengunjungi tempat ini;Tempat bersejarah di Sumenep Kalau anda ke Sumenep tidak lengkap rasanya kalau belum mengunjungi tempat ini;['tempat', 'bersejarah', 'di', 'sumenep', 'kalau', 'anda', 'ke', 'sumenep', 'tidak', 'lengkap', 'rasanya', 'kalau', 'belum', 'mengunjungi', 'tempat', 'ini'];['tempat', 'bersejarah', 'di', 'sumenep', 'kalau', 'anda', 'ke', 'sumenep', 'tidak', 'lengkap', 'rasanya', 'kalau', 'belum', 'mengunjungi', 'tempat', 'ini'];['bersejarah', 'sumenep', 'sumenep', 'lengkap', 'mengunjungi']
Eksotik;Eksotik;['eksotik'];['eksotik'];['eksotik']
Banyaj sejarah yg belum kita ketahui jadi kita ketahui;Banyaj sejarah yg belum kita ketahui jadi kita ketahui;['banyaj', 'sejarah', 'yg', 'belum', 'kita', 'ketahui', 'jadi', 'kita', 'ketahui'];['banyaj', 'sejarah', 'yang', 'belum', 'kita', 'ketahui', 'jadi', 'kita', 'ketahui'];['banyaj', 'sejarah', 'ketahui', 'ketahui']
Tempat yang bersejarah.;Tempat yang bersejarah;['tempat', 'yang', 'bersejarah'];['tempat', 'yang', 'bersejarah'];['bersejarah']
menggugah semangat perjuangan dan segala budaya nya;menggugah semangat perjuangan dan segala budaya nya;['menggugah', 'semangat', 'perjuangan', 'dan', 'segala', 'budaya', 'nya'];['menggugah', 'semangat', 'perjuangan', 'dan', 'segala', 'budaya', 'nya'];['menggugah', 'semangat', 'perjuangan', 'budaya']
Bagus & Penuh Sejarah yg tersimpan dengan baik.....;Bagus Penuh Sejarah yg tersimpan dengan baik;['bagus', 'penuh', 'sejarah', 'yg', 'tersimpan', 'dengan', 'baik'];['bagus', 'penuh', 'sejarah', 'yang', 'tersimpan', 'dengan', 'baik'];['bagus', 'penuh', 'sejarah', 'tersimpan']
Dari sejarah kita bisa berkembang..;Dari sejarah kita bisa berkembang;['dari', 'sejarah', 'kita', 'bisa', 'berkembang'];['dari', 'sejarah', 'kita', 'bisa', 'berkembang'];['sejarah', 'berkembang']
cukup menceritakan sejarah tentang kota sumenep ?? …;cukup menceritakan sejarah tentang kota sumenep;['cukup', 'menceritakan', 'sejarah', 'tentang', 'kota', 'sumenep'];['cukup', 'menceritakan', 'sejarah', 'tentang', 'kota', 'sumenep'];['menceritakan', 'sejarah', 'kota', 'sumenep']
Keren banget rasanya kayak di Jogja Jogja gitu deh pokoknya;Keren banget rasanya kayak di Jogja Jogja gitu deh pokoknya;['keren', 'banget', 'rasanya', 'kayak', 'di', 'jogja', 'jogja', 'gitu', 'deh', 'pokoknya'];['keren', 'banget', 'rasanya', 'kayak', 'di', 'jogja', 'jogja', 'begitu', 'deh', 'pokoknya'];['keren', 'banget', 'kayak', 'jogja', 'jogja', 'deh', 'pokoknya']
Sangat membantu mengenal sejarah para leluhur;Sangat membantu mengenal sejarah para leluhur;['sangat', 'membantu', 'mengenal', 'sejarah', 'para', 'leluhur'];['sangat', 'membantu', 'mengenal', 'sejarah', 'para', 'leluhur'];['membantu', 'mengenal', 'sejarah', 'leluhur']
Tempatnya menarik, tour guidenya handal.;Tempatnya menarik tour guidenya handal;['tempatnya', 'menarik', 'tour', 'guidenya', 'handal'];['tempatnya', 'menarik', 'tour', 'guidenya', 'handal'];['tempatnya', 'menarik', 'tour', 'guidenya', 'handal']
Bagus bnyk nilai sejarahnya...;Bagus bnyk nilai sejarahnya;['bagus', 'bnyk', 'nilai', 'sejarahnya'];['bagus', 'banyak', 'nilai', 'sejarahnya'];['bagus', 'nilai', 'sejarahnya']
Tempatnya bersih dan makanannya mantap dan enakkk ?? …;Tempatnya bersih dan makanannya mantap dan enakkk;['tempatnya', 'bersih', 'dan', 'makanannya', 'mantap', 'dan', 'enakkk'];['tempatnya', 'bersih', 'dan', 'makanannya', 'mantap', 'dan', 'enakkk'];['tempatnya', 'bersih', 'makanannya', 'mantap', 'enakkk']
Tempat bersejarah yang harua di jaga;Tempat bersejarah yang harua di jaga;['tempat', 'bersejarah', 'yang', 'harua', 'di', 'jaga'];['tempat', 'bersejarah', 'yang', 'harua', 'di', 'jaga'];['bersejarah', 'harua', 'jaga']
